"","University","Department","Professor","Course","Difficulty","Rating","Comments","Date","Unhelpful","Helpful","Grade"
"792","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","2.0","4.5","Clearly enjoys teaching and interacting with students. Very energetic and informative lectures. Definitely not a class I'd recommend skipping. All the other positive reviews are right on. If you have to take a Comm lecture, this is the professor to have.",2010-10-29,"0","0",NA
"793","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","2.0","5.0","One of my favorite professors!!! So interesting and fun! Exams are exactly like study guides.",2010-10-09,"0","0",NA
"794","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","2.0","4.0","Big personality, funny, keeps class interesting. Test questions are sometimes unclear, but not enough to upset me. You have to study and do the reading, but after that the tests aren't too difficult. Lab projects are easy.",2010-04-28,"0","0",NA
"795","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","1.0","3.5","He's sassy... very fun and easy to listen to!",2008-12-21,"0","0",NA
"796","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","4.0","3.5","Dr. Porter has a vivacious personality. His lectures are not always interesting but he tries. DO THE STUDY GUIDES and attend lecture and lab (participation). The class has only about 600 pts so EVERY point counts. It's not by any means an easy A class. You must listen and study to do well. I enjoy the class a lot and the challenge is refreshing.",2008-11-11,"0","0",NA
"797","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","1.0","5.0","Dr. Porter truely loves teaching Comm. This class is so easy and the tests come directly from the notes. He even gives out at outline to fill the notes into as well as study guides. I would recommend this class to anyone is any major.",2008-03-17,"0","0",NA
"798","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","4.0","4.5","I think pretty much everyone loves Dr. P. His lectures are incredibly thought-provoking, and his personality is amazing. As for his tests, they come from the lectures, so pay special attention to what Dr. P says, rather than just your notes or the textbook. He's not afraid to ask a lot of his students, so you better be up for the challenge!",2008-01-14,"0","0",NA
"799","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","4.0","2.0","Porter is an entertaining guy and has interesting lectures but his tests suck. They are never over what he says they will be over and are very hard to study for. His slight case of ADD seems to show up on through his tests",2007-11-13,"0","0",NA
"800","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","3.0","3.0","He's very nice and well-intentioned and makes an effort to talk with students before each lecture. But I studied the text and my notes religiously and still never got above a B on the exams. The class is only out of 600 points so there is VERY little room for error. sometimes his lectures are arbitrary and completely worthless and lab is boring..",2007-11-07,"0","0",NA
"801","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","3.0","3.5","I enjoyed his personality, which is a given- even when you see him you want to laugh. However, I felt that his test were taken out of the blue- I left each one thinking I did much better than I had. I studied a ton, but something was just odd about the testing and my grade!",2007-08-22,"0","0",NA
"802","University of Missouri - Columbia","Communication","Michael Porter","COMM3000","3.0","3.5","I enjoyed his personality, which is a given- even when you see him you want to laugh. However, I felt that his test were taken out of the blue- I left each one thinking I did much better than I had. I studied a ton, but some was just odd about the testing and my grade!",2007-08-22,"0","0",NA
"803","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","3.0","3.5","Professor Porter is very good at what he does. You can tell that he cares about the material that he is teaching and enjoys his job. However, I have a feeling that Prof. Porter is not very student oriented. he seemed to have gotten to know very few kids in the class and I felt he could have a had a more personal touch to his class",2006-12-27,"0","0",NA
"804","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","3.0","5.0","Such a neat guy, kind of dumb about modern technology, but really really helpful.  Basically genius, makes you look at media in a whole new way!",2006-12-12,"0","0",NA
"805","University of Missouri - Columbia","Communication","Michael Porter","COMM2100","1.0","5.0","Dr. Porter is freaking awesome!  He was always able to help, and as long as you go to the lab and to class to get the points, the tests are fairly easy if you pay attention!  He is halarious and makes class fun EVERY day.",2006-12-05,"0","0",NA
"806","University of Missouri - Columbia","Communication","Michael Porter","MEDIACOMM","1.0","5.0","awesome guy",2006-04-09,"0","0",NA
"807","University of Missouri - Columbia","Sociology","Edward Brent","SOC3310","5.0","1.0","Very unhelpful teacher and not care about his students concerns. The SAgrader system is ridiculous and cannot accurately grade an essay that you spent hours writing in 5 seconds. It asks for info that is not in the prompt provided and grades definitions wrong even when they are the exact same out of the textbook. Dr Edwards does not seem to care.",2017-10-08,"0","1",0
"808","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","1.0","4.0","Boring class. Easy A.",2017-05-22,"1","0",NA
"809","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","3.0","5.0","Boring lectures but easy A if you go to class regularly. Do all the SAGrader assignments which help to make up for the points you will loose in the exams. Make sure you reach out for help. Very helpful professor.",2017-05-22,"0","0",NA
"810","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","2.0","4.0","Very helpful professor if you reach out for help. Easy class and easy A. SAGrader helps you boost your grade.",2017-05-22,"0","0",NA
"811","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","2.0","5.0","Don't miss his classes as he takes point off . Easy and helpful professor.",2017-05-22,"0","0",NA
"812","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","2.0","2.0","lectures are really boring, but if you go to the lecture, you don't have to read the textbook. with a test average of like 70%, i still got an A- in the class bc he offers easy extra credit. homework is online and you get unlimited tries up until the due date. he uses clickers for attendance, but it doesn't matter if you choose the right answers",2017-02-10,"0","0",3.7
"813","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","4.0","3.0","Lots of pointless homework. Three tests which are not bad if you study the material. Clicker questions are like the tests. A lot of the tests have specific knit picky questions which is annoying. SA grader is used and are annoying, but actually made me read the book and learn the material. Not a fan of Ed, he is boring and rude. A lot of EC though.",2017-01-02,"0","0",4.3
"814","University of Missouri - Columbia","Sociology","Edward Brent","SOCIOL1000","3.0","3.0","Thought it would be an easy course for a humanities Gen Ed. but I really had to work for it. Uses online essay grader which usually has problems with grading. Wouldn't recommend.",2016-12-13,"0","0",3.3
"815","University of Missouri - Columbia","Sociology","Edward Brent","SOCIO1000","2.0","3.0","Very boring lectures but have clicker points, easy assignments that are on SAGrader, easy A if you go to class and study for your exams",2016-12-04,"0","1",4
"816","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","2.0","2.0","Listening to Brent lecture was my least favorite part of the week. Most days I just watched Netflix on my laptop and only went to class for the clicker points. Lots of essays but it's easy to get an A on them. He also offers extra credit. Average C's on the tests an A's on the essays and get the clicker points and you will get an A.",2016-11-29,"0","0",3.7
"817","University of Missouri - Columbia","Sociology","Edward Brent","SOC1000","1.0","2.5","His lectures are painfully boring and he uses clickers so you have to show up. His tests are surprisingly challenging for a 1000 level class. Overall, Brent seems like a jerk, is insensitive to a student who has disabilities so I would strongly recommend a different professor for soc1000. SA graders are also really unclear and daunting.",2016-05-01,"0","2",4
